corpus,food_pool,cause,cause_role,effect,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Milk,campylobacter,adulterant,guillain barré syndrome,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,Sometimes even Guillain-Barré syndrome
News,Milk,clostridium botulinum,adulterant,muscle paralysis,1,1,0.9,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,lead to muscle paralysis
News,Milk,watery diarrhoea,other,fflo acuteeffect,1,1,0.85,https://economictimes.indiatimes.com/news/web-stories/8-bacteria-you-might-be-eating-every-day-but-shouldnt/slideshow/122494392.cms,Can cause watery diarrhoea
News,Milk,sewage,adulterant,gastrointestinal illness,1,1,0.9,https://thelogicalindian.com/indore-water-crisis-nine-dead-as-sewage-contaminated-water-sickens-hundreds-officials-dismissed-probe-on/,sewage-contaminated water sickens hundreds
News,Milk,faecal matter,adulterant,death,1,1,0.85,https://thelogicalindian.com/indore-water-crisis-nine-dead-as-sewage-contaminated-water-sickens-hundreds-officials-dismissed-probe-on/,boy who died after consuming milk mixed with the contaminated water
News,Milk,microplastics,adulterant,gastrointestinal illness,1,1,0.9,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,Microplastics can cause digestive issues
News,Milk,microplastics,adulterant,disrupt nutrient absorption,1,1,0.9,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,"Microplastics can cause digestive issues, inflammation, and disrupt nutrient absorption."
News,Milk,microplastics,adulterant,developmental delay,1,1,0.9,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,They can also cause developmental delay in children
News,Milk,microplastics,adulterant,reproductive problems,1,1,0.85,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,associated with various health problems such as reproductive
News,Milk,microplastics,adulterant,developmental delays,1,1,0.85,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,and even developmental delays in children
News,Milk,microplastics,adulterant,harm to health of children,1,1,0.8,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,cause serious harm to the health of the children
News,Milk,microplastics,adulterant,immune system alteration,1,1,0.85,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,these chemicals also alter the immune system
News,Milk,microplastics,adulterant,detrimental health effects,1,1,0.85,https://www.hindustantimes.com/lifestyle/health/world-environment-day-2023-how-microplastics-are-affecting-your-childs-health-101685793818424.html,detrimental health effects of microplastics
News,Milk,synthetic milk products,adulterant,threat to public health,1,1,0.8,https://timesofindia.indiatimes.com/city/jaipur/cid-cb-investigation-spurious-milk-case-kaithun-chaksu-jaipur/articleshow/105430331.cms,Hazardous synthetic milk products pose a very serious threat to public health
News,Milk,hydrogen sulphide,adulterant,food poisoning,1,1,0.95,https://frontline.thehindu.com/the-nation/gas-poisoning-deaths-in-giaspura-ludhiana-reveal-infrastructure-neglect-flouted-environmental-laws-coupled-with-lack-of-civic-amenities-led-to-tragedy/article66841767.ece,deaths were caused by the inhalation of hydrogen sulphide
News,Milk,srikakulam diarrhoea outbreak,other,fflo acuteeffect,1,1,0.75,https://www.en.etemaaddaily.com/world/national/cm-naidu-reviews-srikakulam-diarrhoea-rajahmundry-milk-incidents:190309,diarrhoea cases in Srikakulam
News,Milk,milk,other,liver damage,1,1,0.8,https://www.thehansindia.com/andhra-pradesh/synthetic-milk-threat-prompts-tight-checks-1051605,The liver and kidneys are among the first organs affected
News,Milk,milk,other,kidney damage,1,1,0.8,https://www.thehansindia.com/andhra-pradesh/synthetic-milk-threat-prompts-tight-checks-1051605,The liver and kidneys are among the first organs affected
News,Milk,adulterated milk,other,digestive complications,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/synthetic-milk-threat-prompts-tight-checks-1051605,adulterated milk can have serious health consequences
News,Milk,lead,adulterant,impaired brain development,1,1,0.9,https://timesofindia.indiatimes.com/etimes/wellness/taking-protein-powder-the-hidden-dangers-no-one-tells-you/photostory/131463925.cms,It can impair brain development
News,Milk,lead,adulterant,impaired learning,1,1,0.9,https://timesofindia.indiatimes.com/etimes/wellness/taking-protein-powder-the-hidden-dangers-no-one-tells-you/photostory/131463925.cms,"In children, it can lead to impaired learning"
News,Milk,harmful bacteria,adulterant,food poisoning,1,1,0.9,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/recovering-from-food-poisoning-indian-diet-tips-for-a-gentle-recovery/articleshow/123630007.cms,Food poisoning occurs when contaminated food or water introduces harmful bacteria
News,Milk,aflatoxins,adulterant,cancer/carcinogenicity,1,1,0.9,https://timesofindia.indiatimes.com/city/ludhiana/study-at-ludhiana-veterinary-university-links-contaminated-cattle-feed-to-toxins-detected-in-milk-/articleshow/125939018.cms,classified as Group 1 human carcinogens
News,Milk,aflatoxin,adulterant,immune suppression,1,1,0.9,https://timesofindia.indiatimes.com/city/ludhiana/study-at-ludhiana-veterinary-university-links-contaminated-cattle-feed-to-toxins-detected-in-milk-/articleshow/125939018.cms,"Aflatoxin M1 consumption, even in small amounts, is linked to liver damage, immune suppression"
News,Milk,aflatoxin,adulterant,growth impairment,1,1,0.9,https://timesofindia.indiatimes.com/city/ludhiana/study-at-ludhiana-veterinary-university-links-contaminated-cattle-feed-to-toxins-detected-in-milk-/articleshow/125939018.cms,"Aflatoxin M1 consumption, even in small amounts, is linked to liver damage, immune suppression, growth impairment in children"
News,Milk,adulterated food,other,lifestyle and unexplained illnesses,1,1,0.8,https://www.thehindu.com/news/national/telangana/telangana-govt-plans-regulatory-authority-like-eagle-and-hydraa-to-curb-food-adulteration-cm/article70802831.ece,contributing to the rise in lifestyle and unexplained illnesses
News,Milk,starch,adulterant,allergic reaction,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"adulterants like starch, artificial dyes, or metallic powders that can cause allergies"
News,Milk,starch,adulterant,nausea,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"adulterants like starch, artificial dyes, or metallic powders that can cause allergies, nausea"
News,Milk,aluminium foil,adulterant,digestive irritation,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Avoid eating mithai with aluminium coating as it can cause digestive irritation
News,Milk,artificial colours,adulterant,rashes,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Artificial colours can trigger rashes
News,Milk,artificial colours,adulterant,hyperactivity,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"Artificial colours can trigger rashes, hyperactivity in children, and long-term health risks if consumed frequently."
News,Milk,artificial colours,adulterant,long term health risks,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,long-term health risks if consumed frequently
News,Milk,adulterated sweets,adulterant,gastrointestinal illness,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Adulterated sweets can cause digestive issues
News,Milk,adulterated sweets,adulterant,food poisoning,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Adulterated sweets can cause ... food poisoning
News,Milk,whey protein,other,hair loss,1,1,0.9,https://www.thehindu.com/sci-tech/health/the-complete-guide-to-whey-protein/article34302922.ece,It also causes hair loss and acne
News,Milk,whey protein,other,acne,1,1,0.9,https://www.thehindu.com/sci-tech/health/the-complete-guide-to-whey-protein/article34302922.ece,It also causes hair loss and acne
News,Milk,kidney damage,other,fflo chroniceffect,1,1,0.75,https://www.thehindu.com/sci-tech/health/the-complete-guide-to-whey-protein/article34302922.ece,cause damage to the kidney over a period of time
News,Milk,oxytocin,adulterant,renal failure,1,1,0.85,https://indianexpress.com/article/upsc-current-affairs/upsc-key-horticulture-scheme-diaspora-seychelles-israel-genocidal-10760448/,"fatal complications, including kidney failure"
News,Milk,oxytocin,adulterant,excessive blood loss,1,1,0.85,https://indianexpress.com/article/upsc-current-affairs/upsc-key-horticulture-scheme-diaspora-seychelles-israel-genocidal-10760448/,saw excessive blood loss
News,Milk,andhra pradesh milk adulteration case,other,renal failure,1,1,0.9,https://www.livemint.com/news/india/andhra-pradesh-milk-adulteration-case-16-dead-dairys-milk-supply-suspended-what-did-preliminary-inquiry-reveal-11774172786384.html,Medical examinations showed acute kidney failure
News,Milk,pesticide residue,adulterant,hepatitis,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"continued intake of such products may lead to a range of health issues, including typhoid, hepatitis"
News,Milk,bacterial or fungal contamination,adulterant,typhoid,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"infectious diseases because of bacterial or fungal contamination, and due to that, a person can suffer from typhoid"
News,Milk,bacterial or fungal contamination,adulterant,hepatitis,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"infectious diseases because of bacterial or fungal contamination, and due to that, a person can suffer from typhoid, hepatitis"
News,Milk,bacterial or fungal contamination,adulterant,leptospirosis,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"infectious diseases because of bacterial or fungal contamination, and due to that, a person can suffer from typhoid, hepatitis, or leptospirosis"
News,Milk,antibiotic residue,adulterant,toxicities,1,1,0.75,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,cumulative effect of toxins that accumulate in the body because of certain things like antibiotics
News,Milk,organophosphorus compounds,adulterant,cancer/carcinogenicity,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"pesticides such as organophosphorus compounds... can accumulate in the body and cause various kinds of toxicities, including cancer"
News,Milk,organochlorine compounds,adulterant,cancer/carcinogenicity,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"All these heavy metals and toxins... can accumulate in the body and cause various kinds of toxicities, including cancer"
News,Milk,preservatives,adulterant,ca colon,1,1,0.85,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"many foods have unethical levels of preservatives, and of the different cancers, 'CA Colon' is one of the things which is on the upward trend"
News,Milk,ca colon,other,fflo chroniceffect,1,1,0.9,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,"of the different cancers, 'CA Colon' is one of the things which is on the upward trend"
News,Milk,pesticide residue,adulterant,health issues,1,1,0.8,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,Continued intake of food with pesticides may lead to a range of health issues
