food,adulterant_or_substitute,news_triplet_rows,news_distinct_articles,mean_model_confidence,confidence_weighted_article_support,fssai_baseline_direct_pair_rows,fssai_baseline_candidate_mentions,fssai_baseline_candidate_method_rows,news_candidate_method_rows,fssai_baseline_method_examples,news_method_examples,news_health_relation_articles,locally_linked_effects,baseline_gap_class,test_coverage_class,priority_score_0_100,priority_interpretation,example_url,example_evidence
Palm oil,soybean oil,1,1,0.95,0.95,0,0,0,2,,Ghee adulteration finding --identifies--> soybean oil; NDDB–CALF laboratory findings --identifies--> soybean oil,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.rediff.com/business/report/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief/20220520.htm,"Soybean oil, a substitute of palm"
Paneer,ala,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,manufacturers are adding Tinopal and 'Ala'
Paneer,analogue cheese products,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/national/telangana/h-fast-officials-seize-825-kg-of-suspected-adulterated-paneer-across-hyderabad/article71117812.ece,supplying analogue cheese products as substitutes
Paneer,cheese analogue products,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/life-style/food-news/110-kg-chicken-825-kg-fake-paneer-banned-colours-and-chemicals-seized-how-to-check-purity-at-home/articleshow/131873428.cms,selling Cheese Analogue products as paneer
Paneer,hydrogen peroxide,1,1,0.95,0.95,0,2,0,2,,hydrogen peroxide --detectedby--> Milk Testing Kit Mark II; hydrogen peroxide --detectedby--> IIT Madras portable device,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/meerut/6500kg-of-spurious-milk-and-paneer-seized-owner-arrested/articleshow/117339880.cms,Chemicals like hydrogen peroxide and safolite were also used
Paneer,safolite,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/meerut/6500kg-of-spurious-milk-and-paneer-seized-owner-arrested/articleshow/117339880.cms,Chemicals like hydrogen peroxide and safolite were also used
Paneer,sulphuric acid,1,1,0.95,0.95,0,2,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,toilet cleaning sulphuric acid is sometimes used instead of citric acid to curdle the milk when making paneer
Soybean oil,flax seed,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/bhopal/mp-hc-acquits-3-lt-cols-in-24-year-old-oil-corruption-case/articleshow/103769942.cms,linseed/flax seed had been mixed
Soybean oil,linseed,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/bhopal/mp-hc-acquits-3-lt-cols-in-24-year-old-oil-corruption-case/articleshow/103769942.cms,linseed/flax seed had been mixed
Tirupati laddu,lard/pig fat,1,1,0.95,0.95,0,1,0,4,,Ghee Adulteration Finding --identifies--> lard; lard --detectedby--> lab tests; TTD ghee adulteration finding --identifies--> lard; TDP lab report finding --identifies--> lard,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.opindia.com/2024/09/no-proof-of-use-of-contaminated-ghee-supreme-court-questions-cm-naidu-on-public-statements-about-tirupati-laddus/,"ghee used by the Tirupati temple contained beef fat, pig fat, fish oil"
adulterated oil,animal carcasses,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/hyderabad-7-lpg-cylinders-seized-in-cordon-and-search-10-held-2450708/,seized 75 kgs of adulterated oil in which animal carcasses were also used
atta,worms,1,1,0.95,0.95,0,0,0,1,,worms found in food --identifies--> worms,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/lulu-hypermarket-in-kukatpally-raided-150-kg-unsafe-food-seized-3473371/,"worms were detected in besan flour, atta and dals packets"
besan flour,worms,1,1,0.95,0.95,0,0,0,1,,worms found in food --identifies--> worms,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/lulu-hypermarket-in-kukatpally-raided-150-kg-unsafe-food-seized-3473371/,worms were detected in besan flour
betel nuts,palm seeds,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.freepressjournal.in/bhopal/bhopal-38-quintals-of-substandard-mawa-cheese-worth-9l-seized,betel nuts mixed with palm seeds
biryani,prohibited food colours,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/vijayawada/fssai-experts-warn-of-adulterated-biryani/articleshow/87229905.cms,adulterating biryani with prohibited food colours
black pepper,dried papaya seeds,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/nagpur/black-pepper-worth-rs58-l-seized-on-suspicion-of-being-adulterated/articleshow/95387076.cms,Black pepper is many times found mixed with dried papaya seeds
boondi laddoo,fungus,2,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-admin-inspects-sweet-shops-ahead-of-raksha-bandhan-101754591416255.html,Fungus was found in the boondi laddoo
bun muska,glass pieces,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.indiatoday.in/cities/mumbai/story/maharashtra-food-and-drug-administration-seizes-expired-unlicensed-medicines-mumbai-2765124-2025-08-02?utm_source=rss,found shards of glass in a bun muska
cheeseburger,mouse droppings,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://thelogicalindian.com/40-kg-rotten-tomatoes-jaipur-mcdonalds-food-safety-breach-raises-questions-over-fast-food-oversight/,customer found mouse droppings in a cheeseburger
cooking oils,animal fat,1,1,0.95,0.95,0,3,0,22,,ghee adulteration finding --identifies--> animal fats; animal fat detection in ghee --identifies--> animal fat; animal fat --detectedby--> LaboratoryTest; ghee adulteration finding --identifies--> animal fat; IncidentFinding: ghee adulterated with animal fat --identifies--> animal fat,0,,"candidate represented, but food-adulterant relation absent",method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,use of animal fat-based oils in place of healthier cooking oils
dals,worms,1,1,0.95,0.95,0,0,0,1,,worms found in food --identifies--> worms,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.siasat.com/lulu-hypermarket-in-kukatpally-raided-150-kg-unsafe-food-seized-3473371/,"worms were detected in besan flour, atta and dals packets"
drinking water,raw sewage,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://thelogicalindian.com/indore-water-crisis-nine-dead-as-sewage-contaminated-water-sickens-hundreds-officials-dismissed-probe-on/,raw sewage to seep into the drinking water
garam masala,synthetic colors,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://economictimes.indiatimes.com/news/videos/milk-ghee-veggies-masala-tainted-raghav-chadha-flags-food-adulteration-in-rs/videoshow/127905488.cms,"garam masala are tainted with urea, synthetic colors"
ginger garlic paste,concentrated citric acid,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/telangana/hyderabad-turning-into-capital-of-adulterated-food-1063581,"Ginger-garlic paste, an essential ingredient used in almost every dish, is at number one in adulterated products; it is prepared illegally with harmful chemicals like concentrated citric acid, Xanthan Gum and low-quality waste to bulk up products."
ginger garlic paste,xanthan gum,1,1,0.95,0.95,0,14,0,0,,,0,,"candidate represented, but food-adulterant relation absent",no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehansindia.com/telangana/hyderabad-turning-into-capital-of-adulterated-food-1063581,"prepared illegally with harmful chemicals like concentrated citric acid, Xanthan Gum"
hair oil,used motor oil,1,1,0.95,0.95,0,0,0,1,,all-India sample survey --identifies--> used motor oil,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/archives/from-the-pages-of-the-hindu-july-4-1974-edible-oil-adulterated-with-used-motor-oil/article68364441.ece,"adulteration with edible oils, hair oils etc"
hing,krista brand bandhani hing,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/jaipur/inspection-throws-up-health-scare-in-form-of-expired-foods-fake-oil/articleshow/125727900.cms,Krista brand bandhani hing being sold in place of genuine hing
ice cream,chalk powder,1,1,0.95,0.95,0,0,0,1,,chalk powder --detectedby--> diluted HCl test,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,To detect chalk powder and washing soda in ice cream
ice cream,washing soda,1,1,0.95,0.95,0,0,0,1,,washing soda --detectedby--> diluted HCl test,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,To detect chalk powder and washing soda in ice cream
infant formula,melamine,1,1,0.95,0.95,0,0,0,1,,melamine --detectedby--> field-level kits,0,,candidate not represented in FSSAI baseline,method signal occurs in news only,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/world/china/food-safety-scandal-fuel-tanker-trucks-used-to-transport-cooking-oil-in-china-suggests-report/articleshow/111628414.cms,infant formula was found to contain the industrial chemical melamine
jaggery,banned colours,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://www.thehindu.com/news/cities/kozhikode/food-safety-dept-in-kozhikode-to-begin-drive-to-check-adulteration-ahead-of-onam/article68572481.ece,Banned colours were found to have been used in jaggery
laddu,spurious ghee,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/hyderabad/40-of-ttd-laddus-sold-between-19-24-prepared-with-toxic-ghee-probe/articleshow/125493821.cms,made with spurious ghee
laddus,spurious ghee,1,1,0.95,0.95,0,0,0,0,,,0,,candidate not represented in FSSAI baseline,no candidate-specific method relation represented,56.99,heuristic discovery rank; not a prevalence or risk estimate,https://timesofindia.indiatimes.com/city/hyderabad/40-of-ttd-laddus-sold-between-19-24-prepared-with-toxic-ghee-probe/articleshow/125493821.cms,prepared using either spurious or toxic ghee
